Purchase Order ID,Dept  Code,Dept Name,Vendor Number,Vendor Name,Commodity Title,Post Date,Total,Vendor Zip
DPRP10001566,REC,RECREATION AND PARK COMMISSION,17033,SIERRA PACIFIC TURF SUPPLY,"HORTICULTURAL CHEMICALS;FERTILIZER,FUNGICIDE,HERBI",02/02/2010 08:00:00 AM +0000,$657.55,950080000
DPRP10001565,REC,RECREATION AND PARK COMMISSION,17033,SIERRA PACIFIC TURF SUPPLY,"HORTICULTURAL CHEMICALS;FERTILIZER,FUNGICIDE,HERBI",02/02/2010 08:00:00 AM +0000,$760.54,950080000
DPRP10001564,REC,RECREATION AND PARK COMMISSION,17033,SIERRA PACIFIC TURF SUPPLY,"HORTICULTURAL CHEMICALS;FERTILIZER,FUNGICIDE,HERBI",02/02/2010 08:00:00 AM +0000,$334.45,950080000
DPRP10001562,REC,RECREATION AND PARK COMMISSION,19711,WEST COAST CONTRACTORS SERVICES,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",02/02/2010 08:00:00 AM +0000,$375.31,941034385
DPRP10001561,REC,RECREATION AND PARK COMMISSION,35640,INTERNATIONAL EFFECTIVENESS CENTERS,"SVC;LANGUAGE,INTERPRETING/TRANSLATING",02/02/2010 08:00:00 AM +0000,$280.00,94925
DPRP10001560,REC,RECREATION AND PARK COMMISSION,61299,JOSIAH CLARK,"SVC,CONSULTING;SAFETY TRAINING",02/02/2010 08:00:00 AM +0000,$3000.00,94121
DPRP10001557,REC,RECREATION AND PARK COMMISSION,31992,PROFESSIONAL MESSENGER,SVC;MESSENGER,02/02/2010 08:00:00 AM +0000,$4340.56,94540
DPRP10001556,REC,RECREATION AND PARK COMMISSION,1607,ALDRAN CHEMICAL INC,"JANITORAL CHEMICALS & CHEM PRDTS; CLEANERS, DISINF",02/02/2010 08:00:00 AM +0000,$638.82,94010
DPRP10001547,REC,RECREATION AND PARK COMMISSION,79959,GRETCHEN LEBUHN,"SVC,CONSULTING;SAFETY TRAINING",02/02/2010 08:00:00 AM +0000,$200.00,94131
DPRP10001546,REC,RECREATION AND PARK COMMISSION,47613,J C PHELAN CO,MAINT/REPAIR;ELECTRICAL/ELECTRO-MECHANICAL/ELECTRO,01/29/2010 08:00:00 AM +0000,$1600.00,94044
DPRP10001545,REC,RECREATION AND PARK COMMISSION,79956,E & D ENVIRONMENTAL SAFETY TRAINING,"SVC,EMPLOYMENT;TRAINING/DEVELOPMENT/CERTIFICATION",01/29/2010 08:00:00 AM +0000,$3250.00,94544
DPRP10001544,REC,RECREATION AND PARK COMMISSION,1751,ALPINE AWARDS AND ADVERTISING INC,CHARGE;HANDLING,01/29/2010 08:00:00 AM +0000,$197.87,94404
DPRP10001541,REC,RECREATION AND PARK COMMISSION,61299,JOSIAH CLARK,"SVC,CONSULTING;SAFETY TRAINING",01/28/2010 08:00:00 AM +0000,$250.00,94121
DPRP10001540,REC,RECREATION AND PARK COMMISSION,69709,MERRITT COLLEGE,"SVC,EMPLOYMENT;TRAINING/DEVELOPMENT/CERTIFICATION",01/28/2010 08:00:00 AM +0000,$312.00,94619
DPRP10001537,REC,RECREATION AND PARK COMMISSION,78162,WESTERN WATER FEATURES INC,MISCELLANEOUS BUILDING & CONSTRUCTION MATLS & SUPP,01/28/2010 08:00:00 AM +0000,$5250.00,95762
DPRP10001536,REC,RECREATION AND PARK COMMISSION,12774,MOORE IACOFANO GOLTSMAN,"SVC,CONSULTING;MANAGEMENT",01/28/2010 08:00:00 AM +0000,$3330.00,94710
DPRP10001534,REC,RECREATION AND PARK COMMISSION,29798,T & B SPORTS,CHARGE;DELIVERY/FREIGHT/SHIPPING,01/26/2010 08:00:00 AM +0000,$747.49,94901
DPRP10001533,REC,RECREATION AND PARK COMMISSION,4678,CENTER HARDWARE CO INC,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",01/26/2010 08:00:00 AM +0000,$1000.00,94107
DPRP10001532,REC,RECREATION AND PARK COMMISSION,19087,THE URBAN FARMER STORE INC,MISCELLANEOUS ITEMS,01/26/2010 08:00:00 AM +0000,$266.68,941162721
DPRP10001531,REC,RECREATION AND PARK COMMISSION,29798,T & B SPORTS,CHARGE;DELIVERY/FREIGHT/SHIPPING,01/25/2010 08:00:00 AM +0000,$1487.69,94901
DPRP10001530,REC,RECREATION AND PARK COMMISSION,19087,THE URBAN FARMER STORE INC,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",01/25/2010 08:00:00 AM +0000,$304.74,941162721
DPRP10001529,REC,RECREATION AND PARK COMMISSION,21359,CLEMENT TRAVEL SERVICE INC,SVC;TRAVEL AGENCY/RELATED,01/25/2010 08:00:00 AM +0000,$1760.40,941180000
DPRP10001527,REC,RECREATION AND PARK COMMISSION,19818,WESTERN STATES OIL,"FUEL;DIESEL,#2,WITH RED DYE ......................",01/22/2010 08:00:00 AM +0000,$2095.00,951090000
DPRP10001526,REC,RECREATION AND PARK COMMISSION,23010,CHICAGO TITLE COMPANY,SVC;REAL ESTATE & RELATED,01/22/2010 08:00:00 AM +0000,$2500.00,94520
DPRP10001523,REC,RECREATION AND PARK COMMISSION,37487,THE CHAIR PLACE,FURNITURE- OFFICE;BOOKCASE/CHAIR/DESK/FILE CABINET,01/22/2010 08:00:00 AM +0000,$2932.41,94107
DPRP10001522,REC,RECREATION AND PARK COMMISSION,72692,HD SUPPLY WHITE CAP CONSTRUCTION SUPPLY,AUTOMOTIVE SYS/COMPONENT/PART/ACCESS/TOOL/EQPT/SUP,01/22/2010 08:00:00 AM +0000,$1835.07,30353
DPRP10001521,REC,RECREATION AND PARK COMMISSION,13970,OUTBOARD MOTOR SHOP,"REPAIR;AUTOMOTIVE BODY,VEHICLE<1TON, PARTS/LABOR..",01/22/2010 08:00:00 AM +0000,$3416.18,946060000
DPRP10001520,REC,RECREATION AND PARK COMMISSION,34261,WEST COAST TURF,"BUSHES, FLOWERS, PLANTS, SEEDS, SHRUBS, SOD, TREES",01/22/2010 08:00:00 AM +0000,$6171.08,953740000
DPRP10001519,REC,RECREATION AND PARK COMMISSION,8549,GRAINGER,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",01/22/2010 08:00:00 AM +0000,$718.54,600380001
DPRP10001516,REC,RECREATION AND PARK COMMISSION,16468,SANTORA SALES,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",01/22/2010 08:00:00 AM +0000,$491.93,941102403
DPRP10001515,REC,RECREATION AND PARK COMMISSION,78838,"GOLDENGATE DOOR & WINDOW, INC","BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",01/22/2010 08:00:00 AM +0000,$306.60,94124
DPRP10001514,REC,RECREATION AND PARK COMMISSION,4678,CENTER HARDWARE CO INC,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",01/22/2010 08:00:00 AM +0000,$1738.87,94107
DPRP10001513,REC,RECREATION AND PARK COMMISSION,59877,HENDERSON MARINE SUPPLY LLC,"FASTENER;SCREW,ALL TYPE/USE/SIZE",01/22/2010 08:00:00 AM +0000,$1772.25,949523310
DPRP10001512,REC,RECREATION AND PARK COMMISSION,44307,SOUTHERN LINKS INC,"HORTICULTURAL TOOLS, EQPT, MACHINERY, PARTS & SUPP",01/22/2010 08:00:00 AM +0000,$7847.48,95828
DPRP10001511,REC,RECREATION AND PARK COMMISSION,53035,THE LIGATURE,"SVC,CONSULTING;ART WORK",01/20/2010 08:00:00 AM +0000,$402.20,94107
DPRP10001510,REC,RECREATION AND PARK COMMISSION,53035,THE LIGATURE,"SVC,CONSULTING;ART WORK",01/20/2010 08:00:00 AM +0000,$448.00,94107
DPRP10001509,REC,RECREATION AND PARK COMMISSION,53035,THE LIGATURE,"SVC,CONSULTING;ART WORK",01/20/2010 08:00:00 AM +0000,$448.00,94107
DPRP10001508,REC,RECREATION AND PARK COMMISSION,15886,ROMEO PACKING CO,"SVC,PEST CONTROL;RAT .............................",01/20/2010 08:00:00 AM +0000,$624.15,940194035
DPRP10001507,REC,RECREATION AND PARK COMMISSION,1178,ABBEY PARTY RENTS,RENT;FURNITURE,01/20/2010 08:00:00 AM +0000,$733.60,940141627
DPRP10001506,REC,RECREATION AND PARK COMMISSION,3306,BERONIO LUMBER CO,"DOORS, GATES, FRAMES, SCREENS, PARTS & MATLS",01/20/2010 08:00:00 AM +0000,$936.23,941241095
DPRP10001505,REC,RECREATION AND PARK COMMISSION,10390,K-119 OF CALIFORNIA INC,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",01/20/2010 08:00:00 AM +0000,$745.42,940663204
DPRP10001504,REC,RECREATION AND PARK COMMISSION,5524,CONKLIN BROS,FLOOR COVERING MATLS & SUPPL,01/20/2010 08:00:00 AM +0000,$638.91,941241307
DPRP10001503,REC,RECREATION AND PARK COMMISSION,35640,INTERNATIONAL EFFECTIVENESS CENTERS,"SVC;LANGUAGE,INTERPRETING/TRANSLATING",01/20/2010 08:00:00 AM +0000,$250.00,94925
DPRP10001501,REC,RECREATION AND PARK COMMISSION,19711,WEST COAST CONTRACTORS SERVICES,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",01/20/2010 08:00:00 AM +0000,$29.57,941034385
DPRP10001500,REC,RECREATION AND PARK COMMISSION,66953,ASCENT ELEVATOR SERVICES INC,MAINT/REPAIR;ELEVATOR,01/20/2010 08:00:00 AM +0000,$5700.00,94568
DPRP10001499,REC,RECREATION AND PARK COMMISSION,61299,JOSIAH CLARK,"SVC,ANIMAL;CARE,CONSULTING",01/20/2010 08:00:00 AM +0000,$2400.00,94121
DPRP10001498,REC,RECREATION AND PARK COMMISSION,19210,VAN ARSDALE-HARRIS LUMBER CO,"WOOD & PREFABRICATED WOOD PRDTS; LUMBER, PLYWOOD,",01/20/2010 08:00:00 AM +0000,$836.36,941340008
DPRP10001497,REC,RECREATION AND PARK COMMISSION,8713,FLUID GAUGE COMPANY,"VALVES, GATE, WATER",01/20/2010 08:00:00 AM +0000,$368.69,941881833
DPRP10001495,REC,RECREATION AND PARK COMMISSION,16468,SANTORA SALES,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",01/20/2010 08:00:00 AM +0000,$1007.20,941102403
DPRP10001494,REC,RECREATION AND PARK COMMISSION,9454,HOUSE OF LOUIE,FOOD SVC;APPLIANCE/EQPT/PART:REFRIGERATION/COOKING,01/19/2010 08:00:00 AM +0000,$1210.26,941034488
DPRP10001493,REC,RECREATION AND PARK COMMISSION,72692,HD SUPPLY WHITE CAP CONSTRUCTION SUPPLY,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",01/19/2010 08:00:00 AM +0000,$198.55,30353
DPRP10001492,REC,RECREATION AND PARK COMMISSION,72692,HD SUPPLY WHITE CAP CONSTRUCTION SUPPLY,CHARGE;DELIVERY/FREIGHT/SHIPPING,01/19/2010 08:00:00 AM +0000,$644.40,30353
DPRP10001491,REC,RECREATION AND PARK COMMISSION,19711,WEST COAST CONTRACTORS SERVICES,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",01/19/2010 08:00:00 AM +0000,$507.09,941034385
DPRP10001489,REC,RECREATION AND PARK COMMISSION,58127,BRISBANE HARDWARE & SUPPLY INC,MISCELLANEOUS BUILDING & CONSTRUCTION MATLS & SUPP,01/19/2010 08:00:00 AM +0000,$5525.13,94005
DPRP10001488,REC,RECREATION AND PARK COMMISSION,35640,INTERNATIONAL EFFECTIVENESS CENTERS,"SVC;LANGUAGE,INTERPRETING/TRANSLATING",01/19/2010 08:00:00 AM +0000,$181.00,94925
DPRP10001487,REC,RECREATION AND PARK COMMISSION,23010,CHICAGO TITLE COMPANY,SVC;REAL ESTATE & RELATED,01/19/2010 08:00:00 AM +0000,$2000.00,94520
DPRP10001486,REC,RECREATION AND PARK COMMISSION,8165,GENERAL GRAPHICS,CHARGE;DELIVERY/FREIGHT/SHIPPING,01/19/2010 08:00:00 AM +0000,$2405.00,941073026
DPRP10001485,REC,RECREATION AND PARK COMMISSION,45863,ARGUELLO SUPER,"FOOD;VEGETABLE:FRESH,PROCESSED/UNPROCESSED",01/19/2010 08:00:00 AM +0000,$500.00,94118
DPRP10001484,REC,RECREATION AND PARK COMMISSION,31317,CENTRAL BUILDERS SUPPLY,"WATER FOUNTAINS (DRINKING) SYS, EQPT, SUPPL & REPA",01/19/2010 08:00:00 AM +0000,$78.68,941153517
DPRP10001483,REC,RECREATION AND PARK COMMISSION,31317,CENTRAL BUILDERS SUPPLY,"WATER HEATERS, PARTS, MATLS & SUPPL",01/19/2010 08:00:00 AM +0000,$1034.78,941153517
DPRP10001482,REC,RECREATION AND PARK COMMISSION,16468,SANTORA SALES,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",01/19/2010 08:00:00 AM +0000,$289.19,941102403
DPRP10001481,REC,RECREATION AND PARK COMMISSION,6556,DISCOUNT FABRICS,SEWING EQPT/PART/SUPPL/MAINT&REPAIR/RENT,01/19/2010 08:00:00 AM +0000,$201.84,94103
DPRP10001480,REC,RECREATION AND PARK COMMISSION,66753,SANTORA APARTMENT & BUILDING SUPPLIES,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",01/19/2010 08:00:00 AM +0000,$652.62,94110
DPRP10001479,REC,RECREATION AND PARK COMMISSION,14113,PACIFIC NURSERIES,"BUSHES, FLOWERS, PLANTS, SEEDS, SHRUBS, SOD, TREES",01/14/2010 08:00:00 AM +0000,$145.09,941042873
DPRP10001478,REC,RECREATION AND PARK COMMISSION,74134,LIAM OBRIEN,"SVC,CONSULTING;SAFETY TRAINING",01/14/2010 08:00:00 AM +0000,$650.00,94114
DPRP10001477,REC,RECREATION AND PARK COMMISSION,4678,CENTER HARDWARE CO INC,HARDWARE;RUBBER/METAL-HOSE/CLAMP/CONNECTOR/FITTING,01/14/2010 08:00:00 AM +0000,$438.00,94107
DPRP10001476,REC,RECREATION AND PARK COMMISSION,32389,SIGNS AMERICA DBA SIGN-A-RAMA,"PRINTING/LAMINATING; PLASTIC, VINYL & ALUMINUM PLA",01/14/2010 08:00:00 AM +0000,$649.65,941073123
DPRP10001475,REC,RECREATION AND PARK COMMISSION,8549,GRAINGER,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",01/14/2010 08:00:00 AM +0000,$1453.42,600380001
DPRP10001474,REC,RECREATION AND PARK COMMISSION,31317,CENTRAL BUILDERS SUPPLY,"WATER HEATERS, PARTS, MATLS & SUPPL",01/14/2010 08:00:00 AM +0000,$1645.79,941153517
DPRP10001473,REC,RECREATION AND PARK COMMISSION,3306,BERONIO LUMBER CO,"WOOD & PREFABRICATED WOOD PRDTS; LUMBER, PLYWOOD,",01/14/2010 08:00:00 AM +0000,$822.45,941241095
DPRP10001472,REC,RECREATION AND PARK COMMISSION,C08821,YERBA BUENA ICE SKATING CENTER,"SPORTS EQPT, ACCESS & SUPPL; COURT, FIELD, PLAYGRO",01/14/2010 08:00:00 AM +0000,$135.00,94107
DPRP10001471,REC,RECREATION AND PARK COMMISSION,16330,SAN FRANCISCO GRAVEL CO,ROOFING MATLS & SUPPL; SHINGLES & TILES (USE 9150-,01/14/2010 08:00:00 AM +0000,$1737.77,94107
DPRP10001470,REC,RECREATION AND PARK COMMISSION,4678,CENTER HARDWARE CO INC,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",01/14/2010 08:00:00 AM +0000,$1051.07,94107
DPRP10001469,REC,RECREATION AND PARK COMMISSION,22315,WALDECK'S OFFICE SUPPLIES,GENERAL OFFICE EQPT & SUPPL ......................,01/14/2010 08:00:00 AM +0000,$128.07,941040000
DPRP10001467,REC,RECREATION AND PARK COMMISSION,19087,THE URBAN FARMER STORE INC,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",01/13/2010 08:00:00 AM +0000,$519.36,941162721
DPRP10001466,REC,RECREATION AND PARK COMMISSION,52134,SHOE DEPOT INC,"WORK UNIFORMS, RAIN GEAR, GLOVES, FOOTWEAR, ... F/",01/13/2010 08:00:00 AM +0000,$68.96,94014
DPRP10001465,REC,RECREATION AND PARK COMMISSION,52134,SHOE DEPOT INC,"WORK UNIFORMS, RAIN GEAR, GLOVES, FOOTWEAR, ... F/",01/13/2010 08:00:00 AM +0000,$954.84,94014
DPRP10001464,REC,RECREATION AND PARK COMMISSION,60792,LAKESHORE LEARNING MATERIALS,GAMES & TOYS,01/13/2010 08:00:00 AM +0000,$1535.08,90895
DPRP10001463,REC,RECREATION AND PARK COMMISSION,16468,SANTORA SALES,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",01/13/2010 08:00:00 AM +0000,$1895.26,941102403
DPRP10001462,REC,RECREATION AND PARK COMMISSION,16468,SANTORA SALES,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",01/13/2010 08:00:00 AM +0000,$457.16,941102403
DPRP10001461,REC,RECREATION AND PARK COMMISSION,16468,SANTORA SALES,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",01/13/2010 08:00:00 AM +0000,$2313.52,941102403
DPRP10001459,REC,RECREATION AND PARK COMMISSION,31992,PROFESSIONAL MESSENGER,SVC;MESSENGER,01/20/2010 08:00:00 AM +0000,$1000.00,94540
DPRP10001458,REC,RECREATION AND PARK COMMISSION,7633,FITZGERALD ELECTRO-MECHANICAL CO INC,GENERAL OFFICE EQPT & SUPPL ......................,01/12/2010 08:00:00 AM +0000,$219.00,92591
DPRP10001457,REC,RECREATION AND PARK COMMISSION,21359,CLEMENT TRAVEL SERVICE INC,SVC;TRAVEL AGENCY/RELATED,01/08/2010 08:00:00 AM +0000,$1391.23,941180000
DPRP10001456,REC,RECREATION AND PARK COMMISSION,5206,COAST MARINE & INDUSTRIAL SUPPLY INC,"WORK UNIFORMS, RAIN GEAR, GLOVES, FOOTWEAR, ... F/",01/08/2010 08:00:00 AM +0000,$68.99,941331191
DPRP10001455,REC,RECREATION AND PARK COMMISSION,59367,AVENUE CYCLERY,CHARGE;DELIVERY/FREIGHT/SHIPPING,01/08/2010 08:00:00 AM +0000,$177.35,94117
DPRP10001454,REC,RECREATION AND PARK COMMISSION,8549,GRAINGER,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",01/08/2010 08:00:00 AM +0000,$229.69,600380001
DPRP10001452,REC,RECREATION AND PARK COMMISSION,9277,HILTI INC,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",01/08/2010 08:00:00 AM +0000,$1080.72,741210000
DPRP10001451,REC,RECREATION AND PARK COMMISSION,19210,VAN ARSDALE-HARRIS LUMBER CO,"WOOD & PREFABRICATED WOOD PRDTS; LUMBER, PLYWOOD,",01/08/2010 08:00:00 AM +0000,$170.82,941340008
DPRP10001450,REC,RECREATION AND PARK COMMISSION,74131,CREEKSIDE CENTER FOR EARTH OBSERVATION,"SVC,CONSTRCTN MNGMNT;ARCHITCTRL/ENGINRNG",01/08/2010 08:00:00 AM +0000,$5000.00,94025
DPRP10001449,REC,RECREATION AND PARK COMMISSION,16468,SANTORA SALES,"JANITORIAL DISPENSERS, PAPER TOWEL, SOAP, TOILET P",01/08/2010 08:00:00 AM +0000,$701.02,941102403
DPRP10001448,REC,RECREATION AND PARK COMMISSION,12047,MCCONKEY J M & CO INC,CHARGE;DELIVERY/FREIGHT/SHIPPING,01/08/2010 08:00:00 AM +0000,$1312.34,98390
DPRP10001447,REC,RECREATION AND PARK COMMISSION,1607,ALDRAN CHEMICAL INC,"JANITORAL CHEMICALS & CHEM PRDTS; CLEANERS, DISINF",01/08/2010 08:00:00 AM +0000,$638.82,94010
DPRP10001446,REC,RECREATION AND PARK COMMISSION,29798,T & B SPORTS,MAINT/REPAIR;HORTICULTURAL TOOL/EQPT/MACHINERY,01/08/2010 08:00:00 AM +0000,$205.47,94901
DPRP10001445,REC,RECREATION AND PARK COMMISSION,3306,BERONIO LUMBER CO,"HAND TOOLS, HORTICULTURAL",01/08/2010 08:00:00 AM +0000,$61.59,941241095
DPRP10001444,REC,RECREATION AND PARK COMMISSION,19737,WEST MARINE PRODUCTS DBA PORT SUPPLY,SAFETY; EQPT/PARTS/MATLS/SUPPL,01/08/2010 08:00:00 AM +0000,$120.19,94080
DPRP10001443,REC,RECREATION AND PARK COMMISSION,19711,WEST COAST CONTRACTORS SERVICES,"TOOL; GENERAL/SHOP,INCLDNG EQPT/PARTS/SUPPL,CRAFTS",01/08/2010 08:00:00 AM +0000,$81.64,941034385
DPRP10001442,REC,RECREATION AND PARK COMMISSION,91483,SAN MATEO LAWNMOWER,"HORTICULTURAL TOOLS, EQPT, MACHINERY, PARTS & SUPP",01/08/2010 08:00:00 AM +0000,$2096.56,944020000
DPRP10001441,REC,RECREATION AND PARK COMMISSION,91483,SAN MATEO LAWNMOWER,"HORTICULTURAL TOOLS, EQPT, MACHINERY, PARTS & SUPP",01/08/2010 08:00:00 AM +0000,$2067.27,944020000
DPRP10001440,REC,RECREATION AND PARK COMMISSION,91483,SAN MATEO LAWNMOWER,"HORTICULTURAL TOOLS, EQPT, MACHINERY, PARTS & SUPP",01/08/2010 08:00:00 AM +0000,$587.85,944020000
DPRP10001439,REC,RECREATION AND PARK COMMISSION,72692,HD SUPPLY WHITE CAP CONSTRUCTION SUPPLY,"PORTABLE GENERATORS, PARTS & SUPPL",01/08/2010 08:00:00 AM +0000,$1322.88,30353
DPRP10001438,REC,RECREATION AND PARK COMMISSION,44307,SOUTHERN LINKS INC,"SPORTS EQPT, ACCESS & SUPPL; COURT, FIELD, PLAYGRO",01/08/2010 08:00:00 AM +0000,$4966.50,95828
DPRP10001437,REC,RECREATION AND PARK COMMISSION,66753,SANTORA APARTMENT & BUILDING SUPPLIES,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",01/08/2010 08:00:00 AM +0000,$174.11,94110
DPRP10001436,REC,RECREATION AND PARK COMMISSION,66753,SANTORA APARTMENT & BUILDING SUPPLIES,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",01/08/2010 08:00:00 AM +0000,$717.23,94110
DPRP10001435,REC,RECREATION AND PARK COMMISSION,13716,OCTAVEND CORP DBA STEVENS,CHARGE;DELIVERY/FREIGHT/SHIPPING,01/07/2010 08:00:00 AM +0000,$347.94,941101900
DPRP10001432,REC,RECREATION AND PARK COMMISSION,91284,PACIFIC AUXILIARY FIRE ALARM CO,SVC;FIRE SPRINKLER SYS TESTING/CERTIFICATION,01/07/2010 08:00:00 AM +0000,$850.00,941241903
DPRP10001431,REC,RECREATION AND PARK COMMISSION,17318,SOMERSET PRINTING,PRINTING/SILKSCREENING; POSTERS,01/07/2010 08:00:00 AM +0000,$2244.75,940102416
DPRP10001430,REC,RECREATION AND PARK COMMISSION,16468,SANTORA SALES,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",01/07/2010 08:00:00 AM +0000,$1425.69,941102403
DPRP10001429,REC,RECREATION AND PARK COMMISSION,16468,SANTORA SALES,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",01/07/2010 08:00:00 AM +0000,$288.75,941102403
DPRP10001428,REC,RECREATION AND PARK COMMISSION,82040,THE HARD WEAR STORE,"CLOTHING,UNIFORMS&FOOTWEAR",01/07/2010 08:00:00 AM +0000,$617.58,94122
DPRP10001427,REC,RECREATION AND PARK COMMISSION,27900,YERBA BUENA NURSERY,HORTICULTURE; TREES,01/07/2010 08:00:00 AM +0000,$873.81,940620000
DPRP10001426,REC,RECREATION AND PARK COMMISSION,31317,CENTRAL BUILDERS SUPPLY,"WATER HEATERS, PARTS, MATLS & SUPPL",01/07/2010 08:00:00 AM +0000,$1284.44,941153517
DPRP10001425,REC,RECREATION AND PARK COMMISSION,30417,MORSE WATCHMANS INC,CHARGE;DELIVERY/FREIGHT/SHIPPING,01/07/2010 08:00:00 AM +0000,$6395.76,64780000
DPRP10001424,REC,RECREATION AND PARK COMMISSION,45928,C & L SPORTING GOODS,ATHLETIC UNIFORMS & SPORTSWEAR,01/07/2010 08:00:00 AM +0000,$1940.89,94080
DPRP10001417,REC,RECREATION AND PARK COMMISSION,17033,SIERRA PACIFIC TURF SUPPLY,CHARGE;DELIVERY/FREIGHT/SHIPPING,01/07/2010 08:00:00 AM +0000,$430.63,950080000
DPRP10001416,REC,RECREATION AND PARK COMMISSION,76746,CITY STAMP & SIGN COMPANY,CHARGE;DELIVERY/FREIGHT/SHIPPING,01/07/2010 08:00:00 AM +0000,$57.09,941190848
DPRP10001415,REC,RECREATION AND PARK COMMISSION,29798,T & B SPORTS,CHARGE;DELIVERY/FREIGHT/SHIPPING,01/07/2010 08:00:00 AM +0000,$666.30,94901
DPRP10001414,REC,RECREATION AND PARK COMMISSION,16468,SANTORA SALES,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",01/07/2010 08:00:00 AM +0000,$174.11,941102403
DPRP10001413,REC,RECREATION AND PARK COMMISSION,16468,SANTORA SALES,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",01/07/2010 08:00:00 AM +0000,$717.23,941102403
DPRP10001412,REC,RECREATION AND PARK COMMISSION,22315,WALDECK'S OFFICE SUPPLIES,GENERAL OFFICE EQPT & SUPPL ......................,01/07/2010 08:00:00 AM +0000,$48.28,941040000
DPRP10001411,REC,RECREATION AND PARK COMMISSION,16468,SANTORA SALES,"JANITORIAL EQPT, PARTS & SUPPL INCLUDING EQPT MAIN",01/07/2010 08:00:00 AM +0000,$1586.67,941102403
DPRP10001410,REC,RECREATION AND PARK COMMISSION,29798,T & B SPORTS,CHARGE;DELIVERY/FREIGHT/SHIPPING,01/07/2010 08:00:00 AM +0000,$568.96,94901
DPRP10001409,REC,RECREATION AND PARK COMMISSION,52134,SHOE DEPOT INC,"WORK UNIFORMS, RAIN GEAR, GLOVES, FOOTWEAR, ... F/",01/07/2010 08:00:00 AM +0000,$309.64,94014
DPRP10001408,REC,RECREATION AND PARK COMMISSION,16468,SANTORA SALES,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",01/06/2010 08:00:00 AM +0000,$262.36,941102403
DPRP10001406,REC,RECREATION AND PARK COMMISSION,19711,WEST COAST CONTRACTORS SERVICES,"BLDG/CONSTR/INDSTRL;HARDWARE,GENERAL",01/07/2010 08:00:00 AM +0000,$264.95,941034385
DPRP10001405,REC,RECREATION AND PARK COMMISSION,49917,UNITED RENTALS,"RENT/LEASE;TRUCK/CARGO VAN,LIGHT/MEDIUM DUTY",01/05/2010 08:00:00 AM +0000,$46.00,752846394
DPRG10000149,REG,DEPARTMENT OF ELECTIONS,1178,ABBEY PARTY RENTS,CHARGE;DELIVERY/FREIGHT/SHIPPING,05/28/2010 07:00:00 AM +0000,$1565.50,940141627
DPRG10000159,REG,DEPARTMENT OF ELECTIONS,2131,ANCHOR FENCE CO INC,"RENT;METAL FENCING/GATE,CHAIN LINKED/WIRE ...",06/16/2010 07:00:00 AM +0000,$1498.00,94014
DPRG10000147,REG,DEPARTMENT OF ELECTIONS,74138,EL MENSAJERO,"SVC,ADVERTISING;PUBLISHED",05/18/2010 07:00:00 AM +0000,$1066.94,94103
DPRG10000158,REG,DEPARTMENT OF ELECTIONS,69219,K & H INTEGRATED PRINT SOLUTIONS,"PRINTING; DECALS, LABELS & STICKERS",06/10/2010 07:00:00 AM +0000,$342.74,982060388
DPRG10000156,REG,DEPARTMENT OF ELECTIONS,71557,U S PURE WATER CORP,CHARGE;LABOR,06/07/2010 07:00:00 AM +0000,$198.57,94949
